y;ds
1.6;2024-03-28 14:50:00
1.604;2024-03-28 14:55:00
1.604;2024-03-28 15:00:00
1.604;2024-03-28 15:05:00
1.608;2024-03-28 15:10:00
1.608;2024-03-28 15:15:00
1.606;2024-03-28 15:20:00
1.606;2024-03-28 15:25:00
1.606;2024-03-28 15:30:00
1.606;2024-03-28 15:35:00
1.606;2024-03-28 15:40:00
1.608;2024-03-28 15:45:00
1.608;2024-03-28 15:50:00
1.608;2024-03-28 15:55:00
1.608;2024-03-28 16:00:00
1.608;2024-03-28 16:05:00
1.608;2024-03-28 16:10:00
1.608;2024-03-28 16:15:00
1.608;2024-03-28 16:20:00
1.608;2024-03-28 16:25:00
1.602;2024-03-28 16:30:00
1.602;2024-03-28 16:35:00
1.602;2024-03-28 16:40:00
1.6;2024-03-28 16:45:00
1.62;2024-04-02 09:00:00
1.62;2024-04-02 09:05:00
1.62;2024-04-02 09:10:00
1.624;2024-04-02 09:15:00
1.63;2024-04-02 09:20:00
1.638;2024-04-02 09:25:00
1.636;2024-04-02 09:30:00
1.624;2024-04-02 09:35:00
1.637;2024-04-02 09:40:00
1.636;2024-04-02 09:45:00
1.634;2024-04-02 09:50:00
1.642;2024-04-02 09:55:00
1.642;2024-04-02 10:00:00
1.643;2024-04-02 10:05:00
1.656;2024-04-02 10:10:00
1.661;2024-04-02 10:15:00
1.655;2024-04-02 10:20:00
1.665;2024-04-02 10:25:00
1.659;2024-04-02 10:30:00
1.661;2024-04-02 10:35:00
1.658;2024-04-02 10:40:00
1.658;2024-04-02 10:45:00
1.654;2024-04-02 10:50:00
1.656;2024-04-02 10:55:00
1.654;2024-04-02 11:00:00
1.654;2024-04-02 11:05:00
1.665;2024-04-02 11:10:00
1.666;2024-04-02 11:15:00
1.666;2024-04-02 11:20:00
1.666;2024-04-02 11:25:00
1.673;2024-04-02 11:30:00
1.674;2024-04-02 11:35:00
1.673;2024-04-02 11:40:00
1.672;2024-04-02 11:45:00
1.674;2024-04-02 11:50:00
1.666;2024-04-02 11:55:00
1.665;2024-04-02 12:00:00
1.67;2024-04-02 12:05:00
1.669;2024-04-02 12:10:00
1.69;2024-04-02 12:15:00
1.689;2024-04-02 12:20:00
1.682;2024-04-02 12:25:00
1.69;2024-04-02 12:30:00
1.68;2024-04-02 12:35:00
1.686;2024-04-02 12:40:00
1.684;2024-04-02 12:45:00
1.682;2024-04-02 12:50:00
1.686;2024-04-02 12:55:00
1.681;2024-04-02 13:00:00
1.685;2024-04-02 13:05:00
1.686;2024-04-02 13:10:00
1.686;2024-04-02 13:15:00
1.682;2024-04-02 13:20:00
1.686;2024-04-02 13:25:00
1.681;2024-04-02 13:30:00
1.681;2024-04-02 13:35:00
1.681;2024-04-02 13:40:00
1.681;2024-04-02 13:45:00
1.687;2024-04-02 13:50:00
1.698;2024-04-02 13:55:00
1.698;2024-04-02 14:00:00
1.69;2024-04-02 14:05:00
1.696;2024-04-02 14:10:00
1.686;2024-04-02 14:15:00
1.686;2024-04-02 14:20:00
1.69;2024-04-02 14:25:00
1.69;2024-04-02 14:30:00
1.691;2024-04-02 14:35:00
1.692;2024-04-02 14:40:00
